notation;title;description;id
;GA - Geschlossen Ankreuzen;;see
;GK - Geschlossen Kodieren;;ud7
;0/1 - Einfach dichotom;;q7b
;1+ - Mehrere Variablen und/oder Codes;;rb4
;PL - Produktive Leistung;;2v5
